Tanggal,Terakhir,Pembukaan,Tertinggi,Terendah,Vol.,Perubahan%
4/13/2020,15630,15800,15825,15630,"0,07K",-0.012
4/9/2020,15820,16177.5,16240,15820,"0,10K",-0.0219
4/8/2020,16175,16180,16330,16167.5,"0,04K",0
4/7/2020,16175,16385,16436.5,16175,"0,07K",-0.0145
4/6/2020,16412,16450,16575,16412.5,"0,02K",-0.0008
4/3/2020,16425,16445,16505,16425,"0,03K",-0.003
4/2/2020,16475,16505,16570,16475,"0,02K",0.0015
4/1/2020,16450,16325,16480,16325,"0,03K",0.0086
3/31/2020,16310,16325,16392.5,16300,"0,11K",-0.0017
3/30/2020,16338,16155,16416,16155,"0,03K",0.0122
3/27/2020,16140,16105,16265,16060,"0,10K",-0.0101
3/26/2020,16305,16205,16360,16205,"0,09K",-0.0118
3/24/2020,16500,16505,16525,16472.5,"0,06K",-0.0045
3/23/2020,16575,15975,16640,15975,"0,05K",0.0408
3/20/2020,15925,15962.5,16225,15925,"0,04K",0.0008
3/19/2020,15912,15287.5,15912.5,15287.5,"0,02K",0.0457
3/18/2020,15218,15097.5,15232.5,15097.5,"0,03K",0.0031
3/17/2020,15170,14940,15170,14940,"0,05K",0.0164
3/16/2020,14925,14725,15002,14725,"0,10K",0.0105
3/13/2020,14770,14610,14865,14610,"0,12K",0.0171
3/12/2020,14522,14366.5,14521.5,14366.5,"0,04K",0.0118
3/11/2020,14352,14302.5,14392.5,14292.5,"0,24K",0.0005
3/10/2020,14346,14391,14416,14281,"0,28K",-0.0032
3/9/2020,14392,14247.5,14392.5,14247.5,"0,03K",0.0114
3/6/2020,14230,14190,14295,14190,"0,15K",0.0042
3/5/2020,14170,14120,14190,14120,"0,22K",0.0039
3/4/2020,14115,14255,14255,14095,"0,24K",-0.0117
3/3/2020,14282,14196.5,14286.5,14196.5,"0,17K",0.0012
3/2/2020,14265,14355,14420,14225,"0,07K",-0.0058
2/28/2020,14348,14057.5,14347.5,14057.5,"0,06K",0.0223
2/27/2020,14035,13935,14035,13935,"0,12K",0.0074
2/26/2020,13932,13887.5,13947.5,13887.5,"0,04K",0.0036
2/25/2020,13882,13872.5,13912.5,13872.5,"0,06K",0.0009
2/24/2020,13870,13775,13895,13775,"0,06K",0.0076
2/21/2020,13765,13720,13765,13720,"0,03K",0.0042
2/20/2020,13708,13697.5,13777.5,13697.5,"0,15K",0.0015
2/19/2020,13688,13697.5,13722.5,13687.5,"0,16K",0.0016
2/18/2020,13665,13655,13695,13655,"0,15K",0.0009
2/17/2020,13652,13672.5,13692.5,13651.5,"0,18K",-0.0016
2/14/2020,13675,13685,13715,13675,"0,18K",-0.0004
2/13/2020,13680,13660,13715,13660,"0,12K",0.0015
2/12/2020,13660,13645,13680,13645,"0,22K",-0.0004
2/11/2020,13665,13695,13695,13665,"0,12K",-0.0022
2/10/2020,13695,13675,13730,13675,"0,08K",0.0015
2/7/2020,13675,13620,13680,13620,"0,07K",0.004
2/6/2020,13620,13645,13675,13595,"0,29K",-0.004
2/5/2020,13675,13695,13735,13675,"0,23K",-0.0026
2/4/2020,13710,13745,13770,13695,"0,20K",-0.0024
2/3/2020,13742,13662.5,13742.5,13662.5,"0,04K",0.0064
1/31/2020,13655,13645,13663,13645,"0,03K",0.0007
1/30/2020,13645,13635,13672,13630,"0,12K",0.0013
1/29/2020,13628,13622.5,13649.5,13622.5,"0,20K",-0.0007
1/28/2020,13638,13617.5,13660.5,13617.5,"0,21K",0.0024
1/27/2020,13605,13575,13625,13575,"0,11K",0.0024
1/24/2020,13572,13637.5,13645.5,13572.5,"0,21K",-0.0042
1/23/2020,13630,13640,13650,13605,"0,20K",-0.0011
1/22/2020,13644,13664.5,13689.5,13624.5,"0,19K",-0.001
1/21/2020,13658,13637.5,13677.5,13632.5,"0,21K",0.0018
1/20/2020,13632,13642.5,13660.5,13632.5,"0,22K",-0.0004
1/17/2020,13638,13647.5,13667.5,13632.5,"0,17K",0.0006
1/16/2020,13630,13680,13680,13620,"0,17K",-0.0026
1/15/2020,13665,13675,13730,13665,"0,15K",-0.0004
1/14/2020,13670,13655,13695,13635,"0,16K",0.0001
1/13/2020,13668,13733,13743,13668,"0,18K",-0.0069
1/10/2020,13762,13857.5,13860.5,13747.5,"0,18K",-0.0063
1/9/2020,13850,13855,13870,13835,"0,19K",-0.0031
1/8/2020,13892,13907.5,13942.5,13892.5,"0,24K",0.0013
1/7/2020,13875,13935,13935,13875,"0,19K",-0.0047
1/6/2020,13940,13925,13970,13925,"0,14K",0.0011
1/3/2020,13925,13880,13935,13880,"0,10K",0.0026
1/2/2020,13889,13870,13905,13870,"0,06K",0.0005
1/1/2020,13882,13882.5,13882.5,13882.5,,0
12/31/2019,13882,13922.5,13922.5,13862.5,"0,05K",-0.003
12/30/2019,13924,13949.5,13949.5,13914.5,"0,09K",-0.0018
12/27/2019,13950,13955,13962,13947,"0,12K",-0.0004
12/26/2019,13955,13970,13980,13955,"0,10K",-0.0009
12/25/2019,13968,13967.5,13967.5,13967.5,,0
12/24/2019,13968,13967.5,13967.5,13967.5,,0
12/23/2019,13968,13957.5,13992.5,13957.5,"0,08K",-0.0007
12/20/2019,13978,13982.5,14003.5,13977.5,"0,13K",-0.0005
12/19/2019,13985,13975,14000,13975,"0,14K",0.0007
12/18/2019,13975,13995,14010,13975,"0,11K",-0.0011
12/17/2019,13990,13995,14019,13990,"0,11K",-0.0011
12/16/2019,14005,13995,14020,13995,"0,04K",0.0014
12/13/2019,13985,13980,13990,13955,"0,03K",-0.0029
12/12/2019,14025,14035,14045,14025,"0,11K",-0.0007
12/11/2019,14035,13995,14045,13995,"0,07K",0.0018
12/10/2019,14010,13995,14020,13995,"0,07K",-0.0004
12/9/2019,14015,14005,14023,14005,"0,06K",-0.0016
12/6/2019,14038,14012.5,14042.5,14012.5,"0,12K",-0.002
12/5/2019,14065,14100,14100,14065,"0,14K",-0.0028
12/4/2019,14105,14110,14130,14105,"0,11K",0
12/3/2019,14105,14115,14132,14105,"0,11K",-0.0014
12/2/2019,14125,14105,14135,14105,"0,05K",0.0014
11/29/2019,14105,14090,14120,14090,"0,07K",0.0011
11/28/2019,14090,14085,14102,14085,"0,06K",-0.0004
11/27/2019,14095,14085,14105,14080,"0,08K",0.0007
11/26/2019,14085,14085,14095,14075,"0,17K",0.0007
11/25/2019,14075,14086,14095,14075,"0,16K",-0.0007
11/22/2019,14085,14085,14110,14080,"0,16K",-0.0002
11/21/2019,14088,14097.5,14122.5,14087.5,"0,15K",-0.0005
11/20/2019,14094,14084.5,14102.5,14084.5,"0,10K",0.0003
11/19/2019,14090,14075,14097,14075,"0,16K",0.001
11/18/2019,14076,14071.5,14088.5,14071.5,"0,14K",0.0002
11/15/2019,14073,14055,14080,14055,"0,15K",-0.0009
11/14/2019,14085,14075,14105,14075,"0,22K",0.0003
11/13/2019,14081,14064,14088,14064,"0,18K",0.0018
11/12/2019,14055,14057,14065,14045,"0,17K",-0.0006
11/11/2019,14063,14030,14075,14015,"0,14K",0.0035
11/8/2019,14014,14009,14029,14009,"0,26K",0.0014
11/7/2019,13994,14034.5,14047.5,13994.5,"0,17K",-0.0015
11/6/2019,14015,13980,14032,13980,"0,20K",0.0034
11/5/2019,13968,14017.5,14035.5,13967.5,"0,24K",-0.0034
11/4/2019,14015,13995,14020,13995,"0,12K",-0.0014
11/1/2019,14035,14045,14072,14035,"0,24K",-0.0001
10/31/2019,14037,13995,14045,13985,"0,19K",0.0007
10/30/2019,14027,14040,14050,14027,"0,15K",0.0001
10/29/2019,14025,14025,14040,14013,"0,19K",0
10/28/2019,14025,14020,14032,14015,"0,20K",-0.0007
10/25/2019,14035,14045,14073,14035,"0,17K",-0.0017
10/24/2019,14059,14005,14060,13985,"0,16K",0.0021
10/23/2019,14029,14034,14064,14014,"0,23K",-0.0008
10/22/2019,14040,14073,14073,13993,"0,24K",-0.0027
10/21/2019,14078,14125,14135,14078,"0,23K",-0.0047
10/18/2019,14144,14135.5,14153.5,14125.5,"0,14K",-0.0002
10/17/2019,14148,14175,14176,14146,"0,16K",-0.0015
10/16/2019,14169,14175,14194,14165,"0,28K",0.0003
10/15/2019,14165,14135,14170,14135,"0,17K",0.0018
10/14/2019,14139,14114,14139,14112,"0,22K",0.0008
10/11/2019,14128,14125,14155,14125,"0,15K",-0.0017
10/10/2019,14152,14171.5,14181.5,14131.5,"0,21K",-0.0013
10/9/2019,14170,14165,14185,14165,"0,18K",0.0011
10/8/2019,14155,14175,14180,14135,"0,20K",-0.0005
10/7/2019,14162,14137.5,14167.5,14137.5,"0,12K",0.0019
10/4/2019,14135,14150,14150,14115,"0,23K",-0.0026
10/3/2019,14172,14192.5,14197.5,14167.5,"0,27K",-0.0016
10/2/2019,14195,14215,14215,14185,"0,17K",-0.0012
10/1/2019,14212,14182.5,14222.5,14182.5,"0,16K",0.0012
9/30/2019,14195,14155,14195,14155,"0,08K",0.0021
9/27/2019,14165,14185,14200,14165,"0,15K",-0.0009
9/26/2019,14178,14147.5,14177.5,14145.5,"0,12K",0.0019
9/25/2019,14150,14120,14155,14120,"0,15K",0.0027
9/24/2019,14112,14077.5,14112.5,14077.5,"0,08K",0.002
9/23/2019,14085,14070,14090,14065,"0,16K",0.0021
9/20/2019,14055,14090,14090,14055,"0,14K",-0.0004
9/19/2019,14060,14075,14104,14060,"0,17K",0
9/18/2019,14060,14075,14090,14060,"0,14K",-0.0025
9/17/2019,14095,14060,14110,14060,"0,15K",0.0039
9/16/2019,14040,13980,14055,13975,"0,17K",0.0054
9/13/2019,13965,13935,13975,13905,"0,17K",-0.0018
9/12/2019,13990,14045,14055,13985,"0,21K",-0.005
9/11/2019,14060,14055,14070,14050,"0,13K",0.0007
9/10/2019,14050,14035,14055,14025,"0,14K",0.0014
9/9/2019,14031,14086,14096,14026,"0,22K",-0.0045
9/6/2019,14095,14135,14150,14085,"0,16K",-0.0039
9/5/2019,14150,14155,14165,14142,"0,13K",-0.0002
9/4/2019,14152,14222.5,14222.5,14152.5,"0,29K",-0.0051
9/3/2019,14225,14200,14235,14200,"0,14K",0.0022
9/2/2019,14194,14185,14202,14184,"0,13K",0.0006
8/30/2019,14185,14220,14245,14185,"0,17K",-0.0037
8/29/2019,14238,14242.5,14262.5,14232.5,"0,21K",-0.0012
8/28/2019,14255,14255,14270,14254,"0,24K",0
8/27/2019,14255,14245,14260,14230,"0,30K",0.0011
8/26/2019,14240,14235,14280,14235,"0,22K",0.0019
8/23/2019,14212,14237.5,14252.5,14202.5,"0,29K",-0.0016
8/22/2019,14235,14225,14250,14225,"0,22K",-0.0004
8/21/2019,14240,14260,14275,14225,"0,29K",-0.0014
8/20/2019,14260,14235,14275,14235,"0,23K",0.0018
8/19/2019,14235,14215,14240,14185,"0,17K",0
8/16/2019,14235,14260,14270,14225,"0,16K",-0.0023
8/15/2019,14268,14267.5,14312.5,14257.5,"0,19K",0.0016
8/14/2019,14245,14255,14255,14215,"0,22K",-0.0051
8/13/2019,14318,14257.5,14332.5,14257.5,"0,20K",0.0049
8/12/2019,14248,14202.5,14249.5,14202.5,"0,10K",0.0041
8/9/2019,14190,14205,14210,14175,"0,24K",-0.0013
8/8/2019,14208,14213,14243,14193,"0,35K",-0.001
8/7/2019,14222,14257.5,14297.5,14207.5,"0,24K",-0.003
8/6/2019,14265,14305,14355,14255,"0,28K",0.0007
8/5/2019,14255,14190,14280,14190,"0,17K",0.0053
8/2/2019,14180,14165,14230,14165,"0,14K",0.0045
8/1/2019,14116,14061,14128,14061,"0,17K",0.0071
7/31/2019,14017,14015,14031,14005,"0,33K",-0.0002
7/30/2019,14020,14020,14040,14015,"0,20K",0
7/29/2019,14020,13995,14028,13995,"0,25K",0.0011
7/26/2019,14004,13995,14015,13995,"0,20K",0.0019
7/25/2019,13978,13987.5,13992.5,13972.5,"0,24K",-0.0011
7/24/2019,13993,13983,14025,13983,"0,19K",0.0006
7/23/2019,13984,13954,13990,13954,"0,22K",0.0028
7/22/2019,13945,13945,13970,13940,"0,17K",0.0007
7/19/2019,13935,13935,13945,13890,"0,30K",-0.0018
7/18/2019,13960,13965,13984,13925,"0,28K",-0.0014
7/17/2019,13980,13940,13990,13935,"0,21K",0.0032
7/16/2019,13935,13905,13943,13905,"0,22K",0.0011
7/15/2019,13920,13999.5,13999.5,13889.5,"0,25K",-0.0062
7/12/2019,14007,14073,14098,14003,"0,18K",-0.0041
7/11/2019,14065,14100,14105,14050,"0,18K",-0.0046
7/10/2019,14130,14135,14155,14130,"0,19K",0
7/9/2019,14130,14105,14135,14105,"0,19K",0.0014
7/8/2019,14110,14115,14155,14095,"0,19K",0.002
7/5/2019,14082,14137.5,14147.5,14077.5,"0,11K",-0.0041
7/4/2019,14140,14105,14145,14100,"0,13K",0.0016
7/3/2019,14118,14142.5,14167.5,14117.5,"0,10K",-0.0014
7/2/2019,14138,14117.5,14147.5,14117.5,"0,11K",0.0018
7/1/2019,14112,14082.5,14117.5,14082.5,"0,12K",-0.0011
6/28/2019,14128,14132.5,14147.5,14097.5,"0,09K",-0.0009
6/27/2019,14140,14175,14185,14140,"0,09K",-0.0025
6/26/2019,14175,14135,14185,14135,"0,05K",0.0035
6/25/2019,14125,14140,14145,14095,"0,11K",-0.0011
6/24/2019,14140,14135,14175,14135,"0,04K",-0.0011
6/21/2019,14155,14125,14170,14080,"0,09K",-0.0019
6/20/2019,14182,14242.5,14252.5,14172.5,"0,19K",-0.0061
6/19/2019,14270,14264.5,14279.5,14259.5,"0,07K",-0.0037
6/18/2019,14322,14332.5,14342.5,14317.5,"0,11K",-0.0009
6/17/2019,14335,14330,14355,14330,"0,07K",0.0007
6/14/2019,14325,14275,14330,14275,"0,04K",0.0032
6/13/2019,14280,14235,14280,14235,"0,02K",0.0032
6/12/2019,14235,14225,14265,14220,"0,09K",-0.0002
6/11/2019,14238,14242.5,14260.5,14232.5,"0,05K",-0.0009
6/10/2019,14250,14205,14260,14205,"0,03K",-0.0018
6/7/2019,14275,14275,14275,14275,,0
6/6/2019,14275,14275,14275,14275,,0
6/5/2019,14275,14275,14275,14275,,0
6/4/2019,14275,14275,14275,14275,,0
6/3/2019,14275,14275,14275,14275,,0
5/31/2019,14275,14380,14385,14255,"0,06K",-0.0087
5/30/2019,14400,14400,14400,14400,,0
5/29/2019,14400,14385,14435,14385,"0,04K",0.0017
5/28/2019,14375,14365,14390,14365,"0,06K",-0.0003
5/27/2019,14380,14355,14390,14345,"0,05K",-0.0009
5/24/2019,14392,14442.5,14472.5,14392.5,"0,15K",-0.0047
5/23/2019,14460,14510,14525,14455,"0,12K",-0.0045
5/22/2019,14525,14470,14530,14470,"0,05K",0.0031
5/21/2019,14480,14455,14480,14455,"0,03K",0.0017
5/20/2019,14455,14450,14460,14450,"0,01K",0.0003
5/17/2019,14450,14460,14475,14445,"0,08K",0
5/16/2019,14450,14455,14475,14440,"0,11K",-0.0007
5/15/2019,14460,14445,14465,14440,"0,09K",0.0021
5/14/2019,14430,14420,14460,14420,"0,06K",0.001
5/13/2019,14415,14335,14442,14335,"0,08K",0.0063
5/10/2019,14325,14325,14370,14325,"0,10K",-0.0017
5/9/2019,14350,14300,14375,14300,"0,09K",0.0038
5/8/2019,14295,14290,14315,14290,"0,13K",0.0011
5/7/2019,14280,14290,14320,14265,"0,14K",-0.0009
5/6/2019,14292,14272.5,14332.5,14272.5,"0,07K",0.0026
5/3/2019,14255,14255,14287,14255,"0,09K",0.0004
5/2/2019,14250,14205,14270,14205,"0,07K",0
5/1/2019,14250,14250,14250,14250,,0
4/30/2019,14250,14195,14265,14195,"0,11K",0.0035
4/29/2019,14200,14190,14217,14180,"0,07K",0.0009
4/26/2019,14188,14192.5,14202.5,14172.5,"0,09K",0.0002
4/25/2019,14185,14095,14190,14095,"0,08K",0.0064
4/24/2019,14095,14090,14130,14090,"0,09K",0.0014
4/23/2019,14075,14065,14090,14065,"0,12K",0
4/22/2019,14075,14045,14097,14045,"0,09K",0.0023
4/19/2019,14042,14042.5,14042.5,14042.5,,0
4/18/2019,14042,14002.5,14047.5,13992.5,"0,05K",-0.003
4/17/2019,14085,14085,14085,14085,,0
4/16/2019,14085,14060,14085,14060,"0,04K",0.0018
4/15/2019,14060,14085,14085,14060,"0,06K",-0.0023
4/12/2019,14092,14142.5,14152.5,14092.5,"0,07K",-0.003
4/11/2019,14135,14150,14165,14135,"0,15K",-0.0011
4/10/2019,14150,14145,14170,14145,"0,12K",0.0012
4/9/2019,14133,14148,14153,14129,"0,11K",-0.0021
4/8/2019,14163,14133,14173,14133,"0,11K",0.0027
4/5/2019,14125,14180,14180,14125,"0,12K",-0.0039
4/4/2019,14180,14190,14195,14175,"0,10K",-0.0028
4/3/2019,14220,14220,14220,14220,,0
4/2/2019,14220,14220,14245,14219,"0,12K",-0.0004
4/1/2019,14225,14225,14246,14220,"0,07K",-0.0011
3/29/2019,14240,14245,14250,14220,"0,11K",-0.0001
3/28/2019,14242,14220,14260,14215,"0,07K",0.0033
3/27/2019,14195,14175,14225,14175,"0,10K",0.0018
3/26/2019,14170,14195,14195,14155,"0,13K",-0.0007
3/25/2019,14180,14195,14230,14179,"0,11K",0.0011
3/22/2019,14165,14135,14170,14135,"0,10K",0.0018
3/21/2019,14140,14105,14145,14084,"0,11K",-0.0032
3/20/2019,14185,14215,14235,14180,"0,14K",-0.0032
3/19/2019,14230,14215,14240,14215,"0,16K",-0.0005
3/18/2019,14238,14232.5,14247.5,14212.5,"0,11K",-0.0015
3/15/2019,14259,14284,14314,14259,"0,12K",-0.0006
3/14/2019,14267,14235,14284,14235,"0,10K",0.0001
3/13/2019,14265,14245,14286,14245,"0,05K",0
3/12/2019,14265,14245,14280,14235,"0,09K",-0.0017
3/11/2019,14290,14310,14338,14275,"0,16K",-0.0014
3/8/2019,14310,14200,14340,14200,"0,10K",0.012
3/7/2019,14140,14140,14140,14140,,0
3/6/2019,14140,14125,14155,14120,"0,09K",0.0014
3/5/2019,14120,14125,14155,14120,"0,12K",-0.0007
3/4/2019,14130,14120,14155,14115,"0,10K",0.0011
3/1/2019,14115,14102,14135,14102,"0,10K",0.0036
2/28/2019,14065,14030,14083,14030,"0,14K",0.0025
2/27/2019,14030,13985,14045,13980,"0,19K",0.0028
2/26/2019,13991,13963,14003,13963,"0,15K",-0.0019
2/25/2019,14018,13987.5,14022.5,13987.5,"0,15K",-0.0028
2/22/2019,14058,14067.5,14082.5,14049.5,"0,13K",-0.0004
2/21/2019,14063,14040,14075,14040,"0,14K",0.0016
2/20/2019,14040,14080,14080,14040,"0,17K",-0.0044
2/19/2019,14102,14105,14130,14102,"0,15K",-0.0003
2/18/2019,14106,14101.5,14116.5,14076.5,"0,06K",-0.0025
2/15/2019,14142,14092.5,14157.5,14092.5,"0,06K",0.0037
2/14/2019,14090,14065,14100,14065,"0,10K",0.0023
2/13/2019,14058,14027.5,14057.5,14007.5,"0,15K",-0.0008
2/12/2019,14068,14083.5,14098.5,14033.5,"0,12K",0.002
2/11/2019,14040,13985,14050,13985,"0,11K",0.0054
2/8/2019,13965,13975,14000,13948,"0,16K",-0.0005
2/7/2019,13972,13927.5,13987.5,13927.5,"0,07K",0.0036
2/6/2019,13922,13950,13950,13890,"0,15K",-0.0024
2/5/2019,13955,13955,13955,13955,,0
2/4/2019,13955,13950,13995,13940,"0,10K",0.0011
2/1/2019,13940,13945,13985,13940,"0,16K",-0.0023
1/31/2019,13972,14132.5,14132.5,13957.5,"0,15K",-0.0111
1/30/2019,14130,14097,14132,14085,"0,06K",0.0025
1/29/2019,14095,14070,14097,14070,"0,06K",0.0018
1/28/2019,14070,14065,14075,14025,"0,09K",-0.0011
1/25/2019,14085,14155,14170,14084,"0,15K",-0.0056
1/24/2019,14165,14135,14175,14120,"0,07K",-0.0011
1/23/2019,14180,14195,14200,14165,"0,14K",-0.0025
1/22/2019,14215,14210,14230,14185,"0,11K",-0.0005
1/21/2019,14222,14182.5,14232.5,14182.5,"0,09K",0.0034
1/18/2019,14175,14185,14200,14155,"0,14K",-0.0004
1/17/2019,14180,14120,14200,14120,"0,10K",0.0041
1/16/2019,14122,14112.5,14162.5,14107.5,"0,07K",0.0021
1/15/2019,14092,14087.5,14107.5,14062.5,"0,06K",-0.0022
1/14/2019,14124,14034,14144,14034,"0,05K",0.0056
1/11/2019,14045,14065,14095,14015,"0,04K",-0.0007
1/10/2019,14055,14055,14110,14005,"0,19K",-0.005
1/9/2019,14125,14105,14180,14085,"0,24K",-0.0014
1/8/2019,14145,14050,14162,13995,"0,19K",0.0039
1/7/2019,14090,14190,14190,13995,"0,22K",-0.0126
1/4/2019,14270,14380,14380,14255,"0,12K",-0.0097
1/3/2019,14410,14445,14490,14410,"0,08K",-0.0028
1/2/2019,14450,14425,14485,14425,"0,09K",0.0049
1/1/2019,14380,14380,14380,14380,,0
12/31/2018,14380,14485,14496,14380,,-0.0124
12/28/2018,14560,14560,14575,14535,,0
12/27/2018,14560,14555,14595,14555,,-0.001
12/26/2018,14575,14580,14610,14565,,0.0014
12/25/2018,14555,14555,14555,14555,,0
12/24/2018,14555,14555,14555,14555,,0
12/21/2018,14555,14480,14560,14454,,0.0059
12/20/2018,14470,14465,14520,14455,,0.0019
12/19/2018,14442,14437.5,14442.5,14337.5,,-0.004
12/18/2018,14500,14555,14560,14480,,-0.0051
12/17/2018,14575,14585,14630,14574,,-0.0007
12/14/2018,14585,14505,14585,14505,,0.006
12/13/2018,14498,14527.5,14557.5,14479.5,,-0.0069
12/12/2018,14598,14562.5,14602.5,14552.5,,-0.0002
12/11/2018,14600,14585,14655,14585,,0.0031
12/10/2018,14555,14475,14555,14475,,0.0059
12/7/2018,14470,14495,14536,14455,,-0.0034
12/6/2018,14520,14435,14570,14435,,0.0087
12/5/2018,14395,14355,14430,14354,,0.0073
12/4/2018,14290,14305,14325,14265,,0.0035
12/3/2018,14240,14255,14270,14210,,-0.0044
11/30/2018,14302,14302.5,14352.5,14252.5,,-0.0056
11/29/2018,14382,14462.5,14462.5,14332.5,,-0.01
11/28/2018,14528,14513.5,14542.5,14509.5,,0.001
11/27/2018,14514,14488.5,14518.5,14478.5,,0.0027
11/26/2018,14475,14540,14565,14455,,-0.0045
11/23/2018,14540,14555,14562,14505,,-0.0026
11/22/2018,14578,14597.5,14607.5,14567.5,,-0.0019
11/21/2018,14605,14615,14645,14565,,0.001
11/20/2018,14590,14590,14590,14590,,0
11/19/2018,14590,14520,14625,14520,,-0.0015
11/16/2018,14612,14603.5,14613.5,14533.5,,-0.0045
11/15/2018,14678,14742.5,14777.5,14632.5,,-0.0074
11/14/2018,14787,14802,14802,14732,,-0.0016
11/13/2018,14810,14840,14935,14755,,-0.0003
11/12/2018,14815,14705,14835,14705,,0.0089
11/9/2018,14685,14605,14695,14605,,0.01
11/8/2018,14540,14601,14670,14455,,-0.0027
11/7/2018,14580,14775,14805,14580,,-0.015
11/6/2018,14802,14952.5,14952.5,14782.5,,-0.0116
11/5/2018,14976,14951,14988,14951,,0.0016
11/2/2018,14952,15087.5,15097.5,14942.5,,-0.0116
11/1/2018,15128,15182.5,15200.5,15116.5,,-0.0049
10/31/2018,15202,15217.5,15233.5,15197.5,,-0.0013
10/30/2018,15223,15221,15241,15216,,0.0002
10/29/2018,15220,15205,15230,15205,,0.0002
10/26/2018,15216,15186.5,15216.5,15185.5,,0.0019
10/25/2018,15188,15202.5,15212.5,15182.5,,-0.0006
10/24/2018,15197,15182,15199,15177,,0.0005
10/23/2018,15190,15190,15217,15190,,0.0003
10/22/2018,15185,15185,15200,15180,,-0.0002
10/19/2018,15188,15197.5,15222.5,15177.5,,-0.0004
10/18/2018,15194,15161.5,15196.5,15161.5,,0.0025
10/17/2018,15155,15155,15195,15145,,-0.003
10/16/2018,15200,15185,15230,15175,,-0.0007
10/15/2018,15210,15210,15260,15190,,0.0003
10/12/2018,15205,15205,15205,15180,,-0.002
10/11/2018,15235,15215,15270,15215,,0.0021
10/10/2018,15203,15185,15230,15180,,-0.0018
10/9/2018,15230,15210,15258,15210,,0.0008
10/8/2018,15218,15186.5,15260.5,15186.5,,0.0025
10/5/2018,15180,15183,15193,15160,,0.0007
10/4/2018,15170,15100,15195,15100,,0.0063
10/3/2018,15075,15050,15095,15050,,0.002
10/2/2018,15045,14915,15053,14915,,0.0091
10/1/2018,14910,14885,14915,14885,,0.0006
9/28/2018,14902,14931.5,14936.5,14886.5,,-0.001
9/27/2018,14917,14915,14930,14885,,0.0008
9/26/2018,14905,14930,14945,14905,,-0.001
9/25/2018,14920,14870,14920,14870,,0.0035
9/24/2018,14868,14832.5,14885.5,14832.5,,0.0033
9/21/2018,14819,14813,14838,14793,,-0.0018
9/20/2018,14845,14825,14856,14815,,-0.002
9/19/2018,14875,14855,14910,14855,,0.0013
9/18/2018,14855,14890,14935,14855,,-0.0015
9/17/2018,14878,14837.5,14917.5,14837.5,,0.0049
9/14/2018,14805,14785,14845,14775,,-0.0024
9/13/2018,14840,14805,14847,14775,,0.001
9/12/2018,14825,14825,14890,14825,,-0.0022
9/11/2018,14857,14857,14857,14857,,0
9/10/2018,14857,14825,14880,14820,,0.0025
9/7/2018,14820,14870,14904,14820,,-0.0047
9/6/2018,14890,14905,14910,14854,,-0.003
9/5/2018,14935,14930,14945,14929,,0
9/4/2018,14935,14820,14945,14820,,0.0081
9/3/2018,14815,14740,14830,14740,,0.0058
8/31/2018,14730,14715,14735,14715,,0.0027
8/30/2018,14690,14655,14690,14650,,0.0024
8/29/2018,14655,14625,14658,14625,,0.0023
8/28/2018,14622,14585,14630,14585,,0.0001
8/27/2018,14620,14605,14630,14585,,-0.0015
8/24/2018,14642,14650,14665,14640,,0.0008
8/23/2018,14630,14600,14642,14600,,0.0034
8/22/2018,14580,14580,14580,14580,,0
8/21/2018,14580,14550,14590,14550,,-0.0007
8/20/2018,14590,14560,14595,14555,,-0.0014
8/17/2018,14610,14610,14610,14610,,0
8/16/2018,14610,14635,14635,14580,,0.0007
8/15/2018,14600,14600,14651,14570,,0.0014
8/14/2018,14580,14602,14635,14575,,-0.001
8/13/2018,14595,14495,14630,14495,,0.0083
8/10/2018,14475,14425,14482,14425,,0.0045
8/9/2018,14410,14430,14440,14395,,-0.0017
8/8/2018,14435,14438,14450,14430,,-0.0003
8/7/2018,14440,14486,14493,14434,,-0.0021
8/6/2018,14470,14495,14495,14465,,-0.0016
8/3/2018,14492,14487.5,14517.5,14487.5,,0.0012
8/2/2018,14475,14440,14480,14440,,0.0024
8/1/2018,14440,14430,14455,14430,,0.0014
7/31/2018,14420,14405,14427,14402,,0.0007
7/30/2018,14410,14385,14420,14385,,-0.0005
7/27/2018,14418,14457.5,14492.5,14372.5,,-0.0029
7/26/2018,14460,14425,14475,14415,,0
7/25/2018,14460,14500,14530,14460,,-0.0048
7/24/2018,14530,14510,14565,14510,,0.0028
7/23/2018,14490,14430,14498,14425,,0.0007
7/20/2018,14480,14485,14545,14475,,0.0003
7/19/2018,14475,14405,14480,14405,,0.0049
7/18/2018,14405,14390,14422,14390,,0.0024
7/17/2018,14370,14385,14400,14362,,-0.0003
7/16/2018,14375,14390,14420,14375,,-0.0003
7/13/2018,14380,14340,14386,14340,,0
7/12/2018,14380,14405,14445,14380,,-0.0003
7/11/2018,14385,14375,14395,14375,,0.0017
7/10/2018,14360,14305,14375,14305,,0.0024
7/9/2018,14325,14330,14345,14320,,-0.0031
7/6/2018,14370,14375,14422,14358,,-0.001
7/5/2018,14385,14365,14425,14365,,0.0023
7/4/2018,14352,14330,14370,14310,,-0.0019
7/3/2018,14380,14370,14460,14370,,0
7/2/2018,14380,14255,14410,14255,,0.0035
6/29/2018,14330,14365,14415,14305,,-0.0042
6/28/2018,14390,14220,14400,14195,,0.015
6/27/2018,14178,14178,14178,14178,,0
