Tanggal,Terakhir,Pembukaan,Tertinggi,Terendah,Vol.,Perubahan%
5/2/2018,13945,13920,13965,13920,,0.0023
5/1/2018,13912,13912.5,13912.5,13912.5,,0
4/30/2018,13912,13862.5,13912.5,13862.5,,0.0016
4/27/2018,13890,13875,13901,13874,,0.0002
4/26/2018,13888,13912.5,13932.5,13881.5,,-0.0023
4/25/2018,13920,13877,13925,13875,,0.0023
4/24/2018,13888,13897.5,13901.5,13882.5,,-0.0005
4/23/2018,13895,13900,13900,13894,,0.0013
4/20/2018,13878,13792.5,13877.5,13787.5,,0.007
4/19/2018,13781,13771,13785,13769,,0.0005
4/18/2018,13774,13766.5,13776.5,13766.5,,0.0006
4/17/2018,13766,13761,13773,13751,,-0.0006
4/16/2018,13774,13752.5,13779.5,13752.5,,0.0016
4/13/2018,13752,13742.5,13760.5,13740.5,,-0.0012
4/12/2018,13770,13755.5,13770.5,13750.5,,0.0008
4/11/2018,13758,13744.5,13761.5,13741.5,,0.0007
4/10/2018,13749,13761,13762,13736,,-0.0011
4/9/2018,13764,13764.5,13775.5,13759.5,,-0.0007
4/6/2018,13774,13773.5,13783.5,13773.5,,0.0005
4/5/2018,13766,13762.5,13772.5,13762.5,,0
4/4/2018,13766,13763.5,13768.5,13753.5,,0.0001
4/3/2018,13764,13761.5,13767.5,13751.5,,0.0008
4/2/2018,13754,13741,13761,13741,,-0.0008
3/30/2018,13765,13765,13765,13765,,0
3/29/2018,13765,13767,13775,13749,,0.0001
3/28/2018,13763,13748,13768,13733,,0.0015
3/27/2018,13742,13717,13747,13697,,0.0001
3/26/2018,13740,13780,13785,13740,,-0.0031
3/23/2018,13782,13762.5,13796.5,13762.5,,0.0022
3/22/2018,13752,13727.5,13753.5,13727.5,,-0.0007
3/21/2018,13762,13757.5,13766.5,13752.5,,0.0009
3/20/2018,13750,13766,13768,13750,,-0.0011
3/19/2018,13764,13765.5,13765.5,13755.5,,0.0011
3/16/2018,13749,13764,13770,13744,,0.0001
3/15/2018,13748,13737.5,13752.5,13737.5,,0.0008
3/14/2018,13736,13741.5,13742.5,13726.5,,-0.001
3/13/2018,13750,13764.5,13764.5,13749.5,,-0.0014
3/12/2018,13770,13770,13780,13770,,-0.0008
3/9/2018,13781,13794,13799,13774,,-0.0003
3/8/2018,13785,13760,13785,13760,,0.0014
3/7/2018,13766,13754,13776,13754,,-0.0007
3/6/2018,13775,13750,13785,13745,,0.0009
3/5/2018,13762,13737.5,13775.5,13737.5,,0.0004
3/2/2018,13758,13722.5,13762.5,13722.5,,0.0007
3/1/2018,13748,13782.5,13802.5,13742.5,,0.0002
2/28/2018,13745,13705,13755,13705,,0.0051
2/27/2018,13675,13652,13685,13650,,0.0011
2/26/2018,13660,13660,13665,13645,,-0.0005
2/23/2018,13668,13667.5,13684.5,13662.5,,-0.0011
2/22/2018,13682,13652.5,13690.5,13652.5,,0.0047
2/21/2018,13618,13575.5,13618.5,13570.5,,0.0004
2/20/2018,13612,13562.5,13615.5,13562.5,,0.0038
2/19/2018,13560,13552.5,13562.5,13532.5,,0.0001
2/16/2018,13558,13558.5,13558.5,13558.5,,0
2/15/2018,13558,13591.5,13591.5,13541.5,,-0.0051
2/14/2018,13628,13647.5,13662.5,13612.5,,-0.0021
2/13/2018,13658,13632.5,13657.5,13632.5,,0
2/12/2018,13658,13607.5,13657.5,13597.5,,0.0022
2/9/2018,13628,13642.5,13650.5,13617.5,,0.0017
2/8/2018,13605,13605,13627,13595,,0.0038
2/7/2018,13553,13526,13561,13523,,0
2/6/2018,13552,13567.5,13607.5,13552.5,,0.002
2/5/2018,13525,13495,13530,13495,,0.0055
2/2/2018,13452,13413.5,13453.5,13413.5,,0.0018
2/1/2018,13427,13387,13432,13387,,0.0029
1/31/2018,13388,13421.5,13426.5,13376.5,,-0.0033
1/30/2018,13432,13382.5,13442.5,13382.5,,0.0052
1/29/2018,13364,13311.5,13363.5,13311.5,,0.0042
1/26/2018,13307,13296,13311,13296,,0.0014
1/25/2018,13288,13291.5,13296.5,13266.5,,-0.0019
1/24/2018,13314,13317.5,13330.5,13309.5,,-0.0009
1/23/2018,13325,13335,13336,13310,,-0.0017
1/22/2018,13348,13320.5,13350.5,13320.5,,0.0026
1/19/2018,13314,13338.5,13343.5,13286.5,,-0.0024
1/18/2018,13346,13361,13371,13341,,-0.0009
1/17/2018,13358,13317.5,13362.5,13317.5,,0.0015
1/16/2018,13338,13330.5,13340.5,13325.5,,0.0002
1/15/2018,13334,13325.5,13338.5,13315.5,,-0.0014
1/12/2018,13354,13368.5,13371.5,13353.5,,-0.0034
1/11/2018,13400,13428.5,13430.5,13399.5,,-0.0028
1/10/2018,13436,13435.5,13455.5,13427.5,,-0.0001
1/9/2018,13438,13429.5,13440.5,13407.5,,0.0008
1/8/2018,13426,13405.5,13426.5,13390.5,,0.0008
1/5/2018,13416,13413.5,13435.5,13392.5,,-0.0006
1/4/2018,13424,13466.5,13481.5,13411.5,,-0.004
1/3/2018,13478,13500,13509,13476,,-0.0029
1/2/2018,13518,13537.5,13555.5,13514.5,,-0.0037
1/1/2018,13568,13567.5,13567.5,13567.5,,0
12/29/2017,13568,13542.5,13567.5,13542.5,,0.0004
12/28/2017,13562,13554,13566,13554,,0.0001
12/27/2017,13560,13551.5,13565.5,13551.5,,0
12/26/2017,13561,13561,13561,13561,,0
12/25/2017,13561,13561,13561,13561,,0
12/22/2017,13561,13556,13562,13546,,0.0003
12/21/2017,13558,13542.5,13567.5,13537.5,,-0.0015
12/20/2017,13578,13577.5,13584.5,13577.5,,0.0001
12/19/2017,13576,13576.5,13588.5,13574.5,,-0.0004
12/18/2017,13582,13571.5,13588.5,13571.5,,0.0002
12/15/2017,13578,13566.5,13578.5,13563.5,,0.0001
12/14/2017,13578,13562.5,13580.5,13560.5,,-0.0006
12/13/2017,13585,13595,13596,13585,,0.0012
12/12/2017,13568,13549.5,13571.5,13546.5,,0.0012
12/11/2017,13552,13542.5,13552.5,13542.5,,0.0004
12/8/2017,13548,13557.5,13560.5,13539.5,,-0.0004
12/7/2017,13554,13548.5,13558.5,13547.5,,0.0011
12/6/2017,13539,13521,13539,13516,,0.0015
12/5/2017,13519,13511,13520,13511,,-0.0005
12/4/2017,13526,13531,13533,13516,,0
12/1/2017,13526,13526,13526,13526,,0
11/30/2017,13526,13512,13526,13512,,0.0017
11/29/2017,13502,13510.5,13517.5,13495.5,,-0.0004
11/28/2017,13508,13528.5,13530.5,13503.5,,-0.0007
11/27/2017,13518,13504.5,13521.5,13504.5,,0.0012
11/24/2017,13502,13507.5,13513.5,13500.5,,-0.0008
11/23/2017,13513,13507,13517,13492,,-0.001
11/22/2017,13526,13518,13527,13511,,-0.0006
11/21/2017,13534,13531.5,13546.5,13531.5,,-0.0001
11/20/2017,13535,13522,13537,13517,,0.0006
11/17/2017,13528,13522.5,13530.5,13512.5,,-0.0011
11/16/2017,13542,13542,13549,13532,,0.0005
11/15/2017,13535,13542,13547,13527,,-0.0014
11/14/2017,13554,13546.5,13555.5,13528.5,,0.0001
11/13/2017,13552,13551.5,13558.5,13545.5,,0.0014
11/10/2017,13532,13507.5,13537.5,13507.5,,0.0013
11/9/2017,13515,13518,13520,13509,,-0.0001
11/8/2017,13517,13522,13530,13515,,0.0003
11/7/2017,13514,13496.5,13514.5,13491.5,,-0.0008
11/6/2017,13524,13531.5,13539.5,13516.5,,0.002
11/3/2017,13498,13517.5,13517.5,13467.5,,-0.0039
11/2/2017,13551,13571,13576,13541,,-0.0021
11/1/2017,13580,13585,13600,13575,,0.0013
10/31/2017,13562,13562.5,13578.5,13552.5,,-0.0016
10/30/2017,13584,13589,13609,13574,,-0.0024
10/27/2017,13616,13633.5,13643.5,13608.5,,0.0026
10/26/2017,13582,13561.5,13601.5,13551.5,,0.0003
10/25/2017,13578,13562.5,13577.5,13562.5,,0.0033
10/24/2017,13532,13529.5,13536.5,13522.5,,-0.0007
10/23/2017,13542,13532.5,13543.5,13527.5,,0.0018
10/20/2017,13518,13511.5,13526.5,13501.5,,-0.0003
10/19/2017,13523,13512,13532,13510,,0.0005
10/18/2017,13516,13504,13516,13501,,0.0007
10/17/2017,13506,13486.5,13513.5,13481.5,,0.0018
10/16/2017,13482,13482.5,13489.5,13467.5,,-0.0012
10/13/2017,13499,13503,13518,13491,,-0.0004
10/12/2017,13504,13508.5,13525.5,13490.5,,-0.0009
10/11/2017,13517,13492,13527,13492,,0.0003
10/10/2017,13513,13501,13513,13481,,-0.0003
10/9/2017,13516,13501.5,13516.5,13495.5,,0.0009
10/6/2017,13504,13486,13506,13476,,0.0035
10/5/2017,13458,13482.5,13492.5,13457.5,,-0.0014
10/4/2017,13476,13496.5,13496.5,13456.5,,-0.0049
10/3/2017,13542,13587.5,13587.5,13535.5,,0.0004
10/2/2017,13538,13477.5,13577.5,13477.5,,0.0049
9/29/2017,13472,13476.5,13496.5,13446.5,,-0.0032
9/28/2017,13515,13427,13555,13427,,0.0056
9/27/2017,13440,13385,13440,13370,,0.0047
9/26/2017,13376,13341.5,13381.5,13341.5,,0.0038
9/25/2017,13326,13296,13326,13296,,0.001
9/22/2017,13312,13327.5,13342.5,13307.5,,0.0023
9/21/2017,13282,13281.5,13281.5,13281.5,,0
9/20/2017,13282,13277.5,13284.5,13265.5,,0.0002
9/19/2017,13278,13258.5,13278.5,13253.5,,0.0018
9/18/2017,13255,13245,13257,13235,,0.0011
9/15/2017,13240,13262,13269,13230,,-0.0007
9/14/2017,13250,13230.5,13249.5,13230.5,,0.0036
9/13/2017,13202,13206.5,13214.5,13198.5,,0.0006
9/12/2017,13195,13195,13227,13180,,0.0025
9/11/2017,13162,13187.5,13187.5,13137.5,,-0.0031
9/8/2017,13204,13294,13294,13204,,-0.0077
9/7/2017,13306,13333.5,13333.5,13305.5,,-0.0023
9/6/2017,13338,13334.5,13340.5,13334.5,,0
9/5/2017,13338,13335.5,13340.5,13330.5,,-0.0004
9/4/2017,13342,13341.5,13346.5,13336.5,,0
9/1/2017,13343,13343,13343,13343,,0
8/31/2017,13343,13346,13353,13337,,-0.0003
8/30/2017,13346,13339.5,13348.5,13339.5,,0.0005
8/29/2017,13340,13341.5,13349.5,13335.5,,0
8/28/2017,13340,13333,13341,13331,,-0.0004
8/25/2017,13346,13335.5,13348.5,13335.5,,-0.0001
8/24/2017,13346,13347.5,13355.5,13340.5,,-0.0009
8/23/2017,13358,13333.5,13362.5,13333.5,,0.0012
8/22/2017,13343,13341,13347,13334,,-0.0006
8/21/2017,13350,13354.5,13359.5,13347.5,,-0.0009
8/18/2017,13362,13361,13370,13356,,-0.0012
8/17/2017,13378,13378.5,13378.5,13378.5,,0
8/16/2017,13378,13356.5,13381.5,13356.5,,0.0013
8/15/2017,13361,13348,13361,13341,,0.0009
8/14/2017,13349,13347,13352,13337,,-0.0006
8/11/2017,13358,13362.5,13377.5,13352.5,,0.0018
8/10/2017,13334,13339,13351,13334,,0.0001
8/9/2017,13332,13320.5,13333.5,13318.5,,0.0015
8/8/2017,13313,13320,13320,13301,,-0.0006
8/7/2017,13321,13319,13322,13316,,0.0004
8/4/2017,13316,13322,13325,13313,,-0.0007
8/3/2017,13326,13328.5,13331.5,13325.5,,0.0001
8/2/2017,13324,13323,13334,13321,,0
8/1/2017,13324,13316,13324,13311,,-0.0001
7/31/2017,13325,13323,13327,13321,,-0.0001
7/28/2017,13326,13315.5,13330.5,13315.5,,0.0006
7/27/2017,13318,13311,13321,13310,,-0.0013
7/26/2017,13336,13331,13341,13329,,0.0008
7/25/2017,13326,13312,13326,13311,,0.0012
7/24/2017,13310,13315,13321,13306,,-0.0002
7/21/2017,13312,13319.5,13325.5,13309.5,,-0.0016
7/20/2017,13334,13314.5,13337.5,13312.5,,0.0012
7/19/2017,13318,13296,13321,13296,,0.0007
7/18/2017,13309,13316,13319,13301,,-0.0014
7/17/2017,13328,13302.5,13331.5,13302.5,,-0.0008
7/14/2017,13338,13336.5,13349.5,13336.5,,-0.0007
7/13/2017,13348,13349.5,13349.5,13329.5,,-0.0016
7/12/2017,13370,13370.5,13372.5,13358.5,,-0.0016
7/11/2017,13391,13386,13401,13381,,-0.0006
7/10/2017,13399,13398,13413,13393,,-0.0003
7/7/2017,13403,13381,13411,13376,,0.0011
7/6/2017,13388,13366,13388,13360,,0.0018
7/5/2017,13364,13351,13364,13341,,0
7/4/2017,13364,13386.5,13391.5,13356.5,,-0.0003
7/3/2017,13368,13302.5,13375.5,13302.5,,0.003
6/30/2017,13328,13327.5,13327.5,13327.5,,0
6/29/2017,13328,13327.5,13327.5,13327.5,,0
6/28/2017,13328,13327.5,13327.5,13327.5,,0
6/27/2017,13328,13327.5,13327.5,13327.5,,0
6/26/2017,13328,13327.5,13327.5,13327.5,,0
6/23/2017,13328,13327.5,13327.5,13327.5,,0
6/22/2017,13328,13310.5,13327.5,13307.5,,0.0007
6/21/2017,13318,13306.5,13321.5,13293.5,,0.0023
6/20/2017,13288,13295.5,13301.5,13288.5,,0
6/19/2017,13289,13291,13291,13281,,-0.0006
6/16/2017,13298,13297.5,13302.5,13281.5,,0.0009
6/15/2017,13286,13277,13286,13272,,0.0003
6/14/2017,13282,13287.5,13290.5,13282.5,,-0.0007
6/13/2017,13292,13296.5,13296.5,13288.5,,-0.0005
6/12/2017,13298,13281,13299,13281,,0.0005
6/9/2017,13292,13301.5,13306.5,13284.5,,-0.0005
6/8/2017,13298,13317,13322,13292,,-0.0005
6/7/2017,13304,13306,13311,13301,,0.0005
6/6/2017,13298,13286,13298,13276,,0.0009
6/5/2017,13286,13291,13291,13276,,-0.0014
6/2/2017,13304,13301,13314,13301,,-0.0014
6/1/2017,13322,13322.5,13322.5,13322.5,,0
5/31/2017,13322,13311.5,13323.5,13310.5,,-0.0001
5/30/2017,13324,13320.5,13338.5,13319.5,,0.0002
5/29/2017,13322,13296.5,13322.5,13296.5,,0.002
5/26/2017,13294,13300.5,13300.5,13288.5,,-0.0011
5/25/2017,13308,13308.5,13308.5,13308.5,,0
5/24/2017,13308,13306.5,13321.5,13306.5,,0.0005
5/23/2017,13302,13288.5,13310.5,13287.5,,0
5/22/2017,13302,13292.5,13308.5,13282.5,,-0.0024
5/19/2017,13335,13395,13420,13315,,-0.0015
5/18/2017,13356,13337.5,13357.5,13327.5,,0.0024
5/17/2017,13324,13286.5,13323.5,13281.5,,0.0017
5/16/2017,13300,13294.5,13308.5,13294.5,,-0.0003
5/15/2017,13304,13316,13321,13298,,-0.0019
5/12/2017,13330,13337.5,13347.5,13319.5,,-0.0021
5/11/2017,13358,13357.5,13357.5,13357.5,,0
5/10/2017,13358,13341.5,13364.5,13341.5,,0.0006
5/9/2017,13350,13315,13353,13315,,0.003
5/8/2017,13310,13327.5,13332.5,13302.5,,-0.0015
5/5/2017,13330,13333,13348,13328,,0.0002
5/4/2017,13328,13316.5,13333.5,13316.5,,0.0017
5/3/2017,13306,13292.5,13312.5,13291.5,,-0.0005
5/2/2017,13312,13326.5,13326.5,13296.5,,-0.0013
5/1/2017,13329,13329,13329,13329,,0
4/28/2017,13329,13317,13340,13317,,0.0011
4/27/2017,13314,13286,13317,13286,,0.0022
4/26/2017,13285,13279,13287,13272,,0.0006
4/25/2017,13278,13302.5,13305.5,13277.5,,-0.0032
4/24/2017,13320,13320,13320,13320,,0
4/21/2017,13320,13321,13324,13312,,-0.0003
4/20/2017,13324,13321.5,13336.5,13315.5,,0.002
4/19/2017,13296,13296.5,13296.5,13296.5,,0
4/18/2017,13296,13276.5,13301.5,13276.5,,0.0008
4/17/2017,13286,13252.5,13285.5,13252.5,,0.0022
4/14/2017,13256,13256.5,13256.5,13256.5,,0
4/13/2017,13256,13251.5,13267.5,13246.5,,-0.0014
4/12/2017,13275,13286,13301,13266,,-0.0005
4/11/2017,13282,13271.5,13291.5,13271.5,,-0.0004
4/10/2017,13286,13326.5,13329.5,13276.5,,-0.0023
4/7/2017,13318,13332.5,13347.5,13317.5,,-0.0013
4/6/2017,13336,13317.5,13339.5,13317.5,,0.0011
4/5/2017,13321,13326,13331,13316,,-0.0005
4/4/2017,13328,13326,13330,13319,,0.0004
4/3/2017,13322,13317.5,13327.5,13317.5,,-0.0002
3/31/2017,13326,13317.5,13327.5,13312.5,,0.0007
3/30/2017,13316,13308,13328,13303,,0.0002
3/29/2017,13314,13311.5,13333.5,13306.5,,0.0002
3/28/2017,13310,13310.5,13310.5,13310.5,,0
3/27/2017,13310,13301.5,13319.5,13301.5,,-0.0012
3/24/2017,13326,13320.5,13335.5,13320.5,,0.0002
3/23/2017,13324,13325.5,13331.5,13320.5,,-0.0003
3/22/2017,13329,13326,13339,13316,,0.0008
3/21/2017,13319,13301,13324,13296,,0.0004
3/20/2017,13314,13331.5,13336.5,13306.5,,-0.0024
3/17/2017,13345,13333,13356,13323,,-0.0003
3/16/2017,13348,13323.5,13353.5,13323.5,,-0.0012
3/15/2017,13365,13365,13380,13365,,-0.0005
3/14/2017,13372,13356.5,13373.5,13356.5,,0.0012
3/13/2017,13356,13351,13366,13351,,-0.0017
3/10/2017,13379,13386,13396,13379,,-0.0006
3/9/2017,13386,13366.5,13386.5,13366.5,,0.0027
3/8/2017,13350,13350,13353,13338,,0.0002
3/7/2017,13347,13339,13351,13339,,-0.0002
3/6/2017,13350,13362,13372,13342,,-0.0024
3/3/2017,13382,13362.5,13382.5,13362.5,,0.0018
3/2/2017,13358,13361.5,13366.5,13351.5,,-0.0003
3/1/2017,13362,13356,13366,13351,,0.0019
2/28/2017,13336,13350,13355,13336,,-0.0005
2/27/2017,13342,13331.5,13349.5,13331.5,,0.0009
2/24/2017,13330,13326.5,13337.5,13326.5,,-0.0015
2/23/2017,13351,13356,13363,13344,,-0.0012
2/22/2017,13367,13360,13368,13350,,-0.0004
2/21/2017,13372,13367.5,13377.5,13360.5,,0.0014
2/20/2017,13354,13331,13359,13326,,0.0016
2/17/2017,13332,13327.5,13337.5,13322.5,,0.0009
2/16/2017,13320,13315,13336,13315,,-0.0008
2/15/2017,13330,13330.5,13330.5,13330.5,,0
2/14/2017,13330,13322.5,13334.5,13315.5,,0.0003
2/13/2017,13326,13326.5,13331.5,13316.5,,0.0008
2/10/2017,13316,13315.5,13322.5,13303.5,,0.001
2/9/2017,13302,13312.5,13317.5,13282.5,,-0.0017
2/8/2017,13325,13338,13345,13324,,-0.0003
2/7/2017,13328,13324.5,13339.5,13319.5,,0.0005
2/6/2017,13322,13317.5,13334.5,13316.5,,-0.0017
2/3/2017,13345,13365,13375,13340,,-0.0006
2/2/2017,13352,13362.5,13377.5,13347.5,,-0.0015
2/1/2017,13372,13342.5,13387.5,13337.5,,0.0015
1/31/2017,13352,13340,13360,13335,,0.0005
1/30/2017,13345,13335,13358,13335,,-0.001
1/27/2017,13358,13356.5,13366.5,13346.5,,0.0017
1/26/2017,13336,13311,13342,13311,,-0.0018
1/25/2017,13360,13339.5,13364.5,13334.5,,0.0022
1/24/2017,13331,13339,13341,13304,,-0.0022
1/23/2017,13360,13380,13385,13345,,-0.0037
1/20/2017,13410,13395,13410,13375,,0.0028
1/19/2017,13373,13375,13385,13355,,0.0023
1/18/2017,13342,13322.5,13342.5,13317.5,,-0.0007
1/17/2017,13352,13351.5,13381.5,13331.5,,-0.0011
1/16/2017,13366,13303.5,13368.5,13303.5,,0.0026
1/13/2017,13332,13295.5,13333.5,13293.5,,0.0031
1/12/2017,13290,13285,13310,13265,,-0.0029
1/11/2017,13329,13311,13331,13301,,0.0011
1/10/2017,13315,13325,13335,13285,,-0.0037
1/9/2017,13365,13390,13398,13365,,0
1/6/2017,13365,13340,13365,13334,,-0.0007
1/5/2017,13375,13405,13405,13315,,-0.0048
1/4/2017,13440,13470,13485,13435,,-0.0029
1/3/2017,13480,13461.5,13486.5,13461.5,,0.0005
1/2/2017,13472,13472.5,13472.5,13472.5,,0
12/30/2016,13472,13447.5,13472.5,13422.5,,0.0007
12/29/2016,13462,13447.5,13482.5,13447.5,,0.0015
12/28/2016,13442,13412.5,13462.5,13412.5,,-0.0004
12/27/2016,13448,13432.5,13447.5,13422.5,,-0.0002
12/26/2016,13450,13450,13450,13450,,0
12/23/2016,13450,13455,13479,13435,,-0.0002
12/22/2016,13452,13452.5,13452.5,13427.5,,-0.0012
12/21/2016,13469,13431,13486,13431,,0.0031
12/20/2016,13428,13372.5,13427.5,13372.5,,0.0033
12/19/2016,13384,13384,13389,13374,,-0.0004
12/16/2016,13390,13405,13435,13365,,-0.0006
12/15/2016,13398,13302.5,13397.5,13302.5,,0.0076
12/14/2016,13296,13284,13296,13274,,-0.0009
12/13/2016,13308,13302.5,13315.5,13297.5,,-0.0015
12/12/2016,13328,13327.5,13327.5,13327.5,,0
12/9/2016,13328,13322.5,13342.5,13317.5,,0.0031
12/8/2016,13286,13291.5,13311.5,13271.5,,-0.0029
12/7/2016,13325,13355,13360,13315,,-0.0043
12/6/2016,13382,13387.5,13419.5,13357.5,,-0.0037
12/5/2016,13432,13512.5,13522.5,13402.5,,-0.0068
12/2/2016,13525,13505,13535,13465,,-0.0015
12/1/2016,13545,13575,13590,13545,,-0.0006
11/30/2016,13552,13532.5,13572.5,13515.5,,-0.0015
11/29/2016,13572,13502.5,13576.5,13502.5,,0.0031
11/28/2016,13530,13480,13545,13458,,0.0009
11/25/2016,13518,13562.5,13577.5,13492.5,,-0.003
11/24/2016,13558,13502.5,13559.5,13501.5,,0.0056
11/23/2016,13482,13447.5,13487.5,13447.5,,0.003
11/22/2016,13442,13402.5,13450.5,13402.5,,0.0013
11/21/2016,13425,13430,13450,13425,,-0.0002
11/18/2016,13428,13377.5,13431.5,13372.5,,0.0041
11/17/2016,13372,13382.5,13399.5,13367.5,,-0.0004
11/16/2016,13378,13352.5,13382.5,13332.5,,0.0011
11/15/2016,13362,13332.5,13392.5,13302.5,,0.0004
11/14/2016,13358,13302.5,13377.5,13302.5,,0.0053
11/11/2016,13288,13177.5,13492.5,13177.5,,0.0114
11/10/2016,13138,13112.5,13137.5,13107.5,,0.0029
11/9/2016,13099,13051,13176,13050,,0.0011
11/8/2016,13084,13070,13091,13066,,-0.0003
11/7/2016,13088,13072,13088,13071,,0.0014
11/4/2016,13070,13080,13115,13065,,-0.0004
11/3/2016,13075,13045,13075,13045,,0.0015
11/2/2016,13056,13041,13066,13040,,0.0011
11/1/2016,13042,13026.5,13041.5,13026.5,,-0.0005
10/31/2016,13048,13051,13053,13040,,-0.0002
10/28/2016,13050,13027.5,13052.5,13027.5,,0.0013
10/27/2016,13033,13011,13033,13011,,0.002
10/26/2016,13008,12992.5,13009.5,12982.5,,0.0001
10/25/2016,13006,13019,13029,13004,,-0.0005
10/24/2016,13013,13031,13051,13006,,-0.0025
10/21/2016,13045,13015,13045,13010,,0.0029
10/20/2016,13008,12982.5,13010.5,12982.5,,0
10/19/2016,13008,13017.5,13017.5,12997.5,,-0.0019
10/18/2016,13032,13022,13054,13022,,-0.0028
10/17/2016,13068,13036.5,13071.5,13036.5,,0.0018
10/14/2016,13044,13052.5,13072.5,13032.5,,-0.0025
10/13/2016,13078,13022.5,13077.5,13017.5,,0.0045
10/12/2016,13018,13001.5,13026.5,13001.5,,0.0005
10/11/2016,13012,12977.5,13017.5,12977.5,,0.0027
10/10/2016,12978,12952.5,12982.5,12952.5,,-0.0006
10/7/2016,12985,13002,13007,12980,,-0.0002
10/6/2016,12987,12991,12996,12981,,-0.0008
10/5/2016,12998,13002.5,13013.5,12982.5,,0.0012
10/4/2016,12982,12981.5,12999.5,12971.5,,-0.0001
10/3/2016,12982,13022.5,13022.5,12967.5,,-0.0052
9/30/2016,13051,12984,13054,12984,,0.0059
9/29/2016,12975,12940,12985,12930,,0.0021
9/28/2016,12948,12932.5,12957.5,12917.5,,-0.0006
9/27/2016,12955,13023,13050,12935,,-0.0058
9/26/2016,13030,13075,13085,13030,,-0.0036
9/23/2016,13076,13061.5,13101.5,13051.5,,-0.001
9/22/2016,13090,13090,13110,13080,,-0.0035
9/21/2016,13136,13131.5,13161.5,13131.5,,-0.0013
9/20/2016,13152,13142.5,13157.5,13137.5,,-0.0003
9/19/2016,13156,13161,13176,13151,,-0.0001
9/16/2016,13158,13132.5,13160.5,13117.5,,-0.0013
9/15/2016,13175,13185,13200,13160,,-0.0022
9/14/2016,13204,13207.5,13240.5,13197.5,,0.0026
9/13/2016,13170,13130,13193,13130,,0.0054
9/12/2016,13100,13099.5,13099.5,13099.5,,0
9/9/2016,13100,13082.5,13107.5,13071.5,,0.0028
9/8/2016,13062,13062.5,13105.5,13057.5,,-0.0017
9/7/2016,13085,13080,13095,13075,,-0.0032
9/6/2016,13126,13151.5,13166.5,13121.5,,-0.002
9/5/2016,13152,13217.5,13217.5,13147.5,,-0.0071
9/2/2016,13247,13247,13265,13235,,-0.0016
9/1/2016,13268,13262,13280,13257,,0
8/31/2016,13268,13282.5,13308.5,13256.5,,-0.0008
8/30/2016,13278,13242.5,13277.5,13242.5,,0.0009
8/29/2016,13265,13235,13285,13235,,0.0045
8/26/2016,13206,13226,13244,13206,,-0.0027
8/25/2016,13242,13241.5,13271.5,13239.5,,-0.0005
8/24/2016,13248,13232.5,13272.5,13232.5,,0.0022
8/23/2016,13219,13201,13231,13201,,0.0006
8/22/2016,13212,13161.5,13236.5,13161.5,,0.0041
8/19/2016,13158,13112.5,13157.5,13112.5,,0.0031
8/18/2016,13116,13100.5,13116.5,13090.5,,0.0016
8/17/2016,13096,13096,13096,13096,,0
8/16/2016,13096,13081,13104,13081,,-0.0013
8/15/2016,13112,13117.5,13124.5,13102.5,,-0.0006
8/12/2016,13121,13111,13123,13111,,0.0003
8/11/2016,13117,13101,13124,13101,,0.0003
8/10/2016,13114,13111.5,13124.5,13111.5,,-0.0014
8/9/2016,13132,13122.5,13135.5,13117.5,,0.0002
8/8/2016,13130,13131,13151,13124,,0.0001
8/5/2016,13128,13118.5,13131.5,13114.5,,-0.0007
8/4/2016,13138,13132.5,13149.5,13132.5,,0.001
8/3/2016,13125,13115,13142,13090,,0.0021
8/2/2016,13098,13062.5,13102.5,13062.5,,0.002
8/1/2016,13071,13081,13081,13066,,-0.0021
7/29/2016,13098,13091.5,13112.5,13081.5,,-0.0002
7/28/2016,13101,13101,13118,13093,,-0.003
7/27/2016,13140,13145,13150,13106,,-0.0021
7/26/2016,13168,13141.5,13167.5,13119.5,,0.0021
7/25/2016,13140,13120,13145,13120,,0.0024
7/22/2016,13108,13081.5,13109.5,13081.5,,0.0006
7/21/2016,13100,13125,13130,13090,,-0.001
7/20/2016,13112,13092.5,13122.5,13082.5,,0.0018
7/19/2016,13089,13081,13091,13081,,0.0001
7/18/2016,13088,13102.5,13117.5,13087.5,,-0.0003
7/15/2016,13092,13061.5,13094.5,13061.5,,0.0007
7/14/2016,13082,13072.5,13092.5,13071.5,,-0.001
7/13/2016,13095,13095,13120,13084,,-0.0019
7/12/2016,13120,13125,13165,13105,,0.0023
7/11/2016,13090,13115,13125,13090,,-0.0029
7/8/2016,13128,13127.5,13127.5,13127.5,,0
7/7/2016,13128,13127.5,13127.5,13127.5,,0
7/6/2016,13128,13127.5,13127.5,13127.5,,0
7/5/2016,13128,13127.5,13127.5,13127.5,,0
7/4/2016,13128,13127.5,13127.5,13127.5,,-0.001
7/1/2016,13140,13160,13185,13125,,-0.0055
6/30/2016,13212,13172.5,13217.5,13157.5,,0.0039
6/29/2016,13162,13161.5,13201.5,13131.5,,-0.0012
6/28/2016,13178,13307.5,13307.5,13157.5,,-0.0122
6/27/2016,13340,13385,13520,13293,,-0.003
6/24/2016,13380,13244,13435,13244,,0.0092
6/23/2016,13258,13267.5,13270.5,13242.5,,-0.002
6/22/2016,13284,13274,13309,13274,,0.0016
6/21/2016,13262,13252.5,13302.5,13252.5,,-0.0002
